date_time;close
17/11/2017 15:35;26.55
17/11/2017 15:40;26.55
17/11/2017 15:45;26.39
17/11/2017 15:50;26.38
17/11/2017 15:55;26.38
17/11/2017 16:00;26.45
17/11/2017 16:05;26.37
17/11/2017 16:10;26.39
17/11/2017 16:15;26.37
17/11/2017 16:20;26.39
17/11/2017 16:25;26.47
17/11/2017 16:30;26.48
17/11/2017 16:35;26.49
17/11/2017 16:40;26.53
17/11/2017 16:45;26.52
17/11/2017 16:50;26.55
17/11/2017 16:55;26.57
